,customer_id,probability,prediction
175,0281-CNTZX,0.011245505754829807,0
176,0282-NVSJS,0.2756484173637498,0
177,0285-INHLN,0.17826286353189427,0
178,0289-IVARM,0.22294521127462386,0
179,0292-WEGCH,0.24142905957334101,0
180,0295-PPHDO,0.7240235351545291,1
181,0295-QVKPB,0.29353736161051835,0
182,0297-RBCSG,0.0776964436991289,0
183,0298-XACET,0.015178125159363351,0
184,0301-FIDRB,0.014846643874375016,0
185,0301-KOBTQ,0.010882831971072458,0
186,0302-JOIVN,0.6529685664812642,1
187,0303-UNCIP,0.08911007798263194,0
188,0303-WMMRN,0.14250568542589415,0
189,0305-SQECB,0.0621788864941035,0
190,0306-JAELE,0.6640360669504887,1
191,0307-BCOPK,0.049172329773772894,0
192,0308-GIQJT,0.1731404426601969,0
193,0308-IVGOK,0.0621788864941035,0
194,0310-MVLET,0.37305243612361055,0
195,0310-SUCIN,0.09655423561088164,0
196,0310-VQXAM,0.12009586790771694,0
197,0311-QYWSS,0.3705590727622385,0
198,0311-UNPFF,0.39698099467155357,0
199,0314-TKOSI,0.290231300307743,0
200,0315-LVCRK,0.6439140196334654,1
201,0318-QUUOB,0.7308969375677427,1
202,0318-ZOPWS,0.011134483091074468,0
203,0319-QZTCO,0.38721853970850967,0
204,0320-DWVTU,0.10520119397435902,0
205,0320-JDNQG,0.5017444160684673,1
206,0322-CHQRU,0.5424545268064069,1
207,0322-YINQP,0.46473274137666065,0
208,0323-XWWTN,0.05561060153746283,0
209,0324-BRPCJ,0.3876135335732354,0
210,0325-XBFAC,0.6512530586544727,1
211,0326-VDYXE,0.19486269723533747,0
212,0327-WFZSY,0.2652760990219435,0
213,0328-GRPMV,0.7175954967901044,1
214,0329-GTIAJ,0.6815960202464191,1
215,0330-BGYZE,0.1930883740160138,0
216,0330-IVZHA,0.6411070558627343,1
217,0334-GDDSO,0.6822956369163168,1
218,0334-ZFJSR,0.0866727619409439,0
219,0336-KXKFK,0.016681445739582582,0
220,0336-PIKEI,0.020249188427754593,0
221,0337-CNPZE,0.45001226648829606,0
222,0343-QLUZP,0.014212144816660034,0
223,0345-HKJVM,0.6421615835803841,1
224,0345-XMMUG,0.13234666991127794,0
225,0347-UBKUZ,0.10836075264705931,0
226,0348-SDKOL,0.3372680982834351,0
227,0354-VXMJC,0.015302430630604906,0
228,0354-WYROK,0.4611745475853793,0
229,0356-ERHVT,0.27831309619214456,0
230,0356-OBMAC,0.08884890112125171,0
231,0357-NVCRI,0.07640573997147271,0
232,0361-HJRDX,0.014150329475648725,0
233,0362-RAOQO,0.013293214702054667,0
234,0362-ZBZWJ,0.47011821951363286,0
235,0363-QJVFX,0.389914731063214,0
236,0363-SVHYR,0.01642672096585417,0
237,0365-BZUWY,0.5480328589504921,1
238,0365-GXEZS,0.519319374494046,1
239,0365-TRTPY,0.38462759022181375,0
240,0366-NQSHS,0.16761941788722137,0
241,0369-ZGOVK,0.13706840108142423,0
242,0373-AIVNJ,0.057496634205687396,0
243,0374-AACSZ,0.5340417219287286,1
244,0374-FIUCA,0.01525587893986958,0
245,0374-IOEGQ,0.5319941699408961,1
246,0375-HVGXO,0.5686201847007851,1
247,0376-OIWME,0.45944930910589205,0
248,0376-YMCJC,0.4921338706720789,0
249,0377-JBKKT,0.17381409453326313,0
250,0378-CJKPV,0.036742692973274926,0
251,0378-NHQXU,0.5418942015764658,1
252,0378-TOVMS,0.6778449527807746,1
253,0378-XSZPU,0.08760369423910572,0
254,0379-DJQHR,0.026089141773920462,0
255,0380-NEAVX,0.2652760990219435,0
256,0380-ZCSBI,0.10273820786603219,0
257,0383-CLDDA,0.016521060588495676,0
258,0384-LPITE,0.09073293606819723,0
259,0384-RVBPI,0.16412601327512552,0
260,0386-CWRGM,0.012859934315207364,0
261,0388-EOPEX,0.6796914730286933,1
262,0390-DCFDQ,0.662249383845217,1
263,0392-BZIUW,0.05533889031249283,0
264,0394-YONDK,0.011309805840020422,0
265,0396-HUJBP,0.168205498473302,0
266,0396-UKGAI,0.17547118400515863,0
267,0396-YCHWO,0.45944930910589205,0
268,0397-GZBBC,0.31229968298910094,0
269,0397-ZXWQF,0.012537618993551878,0
270,0401-WDBXM,0.05462026146123799,0
271,0402-CQAJN,0.40444416889025997,0
272,0402-OAMEN,0.008161118144224613,0
273,0404-AHASP,0.011656432373527356,0
274,0404-SWRVG,0.6763394243753463,1
275,0406-BPDVR,0.20595550932783355,0
276,0407-BDJKB,0.36943042232567924,0
277,0409-WTMPL,0.2226788517116393,0
278,0410-IPFTY,0.39943219140745984,0
279,0411-EZJZE,0.46123972325849516,0
280,0412-UCCNP,0.04299939260920738,0
281,0415-MOSGF,0.4699627947548678,0
282,0419-YAAPX,0.391784780606691,0
283,0420-BWTPW,0.28296784931443186,0
284,0420-HLGXF,0.46390687546206877,0
285,0420-TXVSG,0.023993411705952043,0
286,0422-OHQHQ,0.044066249981817,0
287,0422-UXFAP,0.21680644563917117,0
288,0423-UDIJQ,0.27545307895302795,0
289,0426-TIRNE,0.3036002816977408,0
290,0428-AXXLJ,0.0331018343145905,0
291,0428-IKYCP,0.40742396915010254,0
292,0430-IHCDJ,0.3329928738310248,0
293,0431-APWVY,0.14533373914518932,0
294,0432-CAJZV,0.6290050501932151,1
295,0434-CSFON,0.45277088009444133,0
296,0436-TWFFZ,0.025695440986518884,0
297,0439-IFYUN,0.519319374494046,1
298,0440-EKDCF,0.01867619832049615,0
299,0440-MOGPM,0.0863381824620819,0
300,0440-QEXBZ,0.17080187309744985,0
301,0440-UEDAI,0.17086847851157405,0
302,0442-TDYUO,0.011134483091074468,0
303,0442-ZXKVS,0.23509773069946363,0
304,0447-BEMNG,0.176434010857841,0
305,0447-RXSGD,0.4225102522000931,0
306,0454-OKRCT,0.10787876593316775,0
307,0455-ENTCR,0.050016937399202425,0
308,0455-XFASS,0.6815900387078482,1
309,0458-HEUZG,0.020175326036364197,0
310,0459-SPZHJ,0.019847124161775444,0
311,0461-CVKMU,0.4993675267236515,0
312,0463-TXOAK,0.012691552561022246,0
313,0463-WZZKO,0.16253678169663757,0
314,0463-ZSDNT,0.2508779896144294,0
315,0464-WJTKO,0.009246049642545147,0
316,0468-YRPXN,0.3981903479680816,0
317,0471-ARVMX,0.2483107878989939,0
318,0471-LVHGK,0.08186999062284159,0
319,0475-RIJEP,0.47468775755242215,0
320,0479-HMSWA,0.15334879109982957,0
321,0480-BIXDE,0.5101733188108691,1
322,0480-KYJVA,0.008161118144224613,0
323,0481-SUMCB,0.2181779448655972,0
324,0484-FFVBJ,0.08185549939469233,0
325,0484-JPBRU,0.09879222033912878,0
326,0485-ZBSLN,0.017160500142380596,0
327,0486-HECZI,0.4009479902600215,0
328,0486-LGCCH,0.022620537325457143,0
329,0487-CRLZF,0.020284494243108537,0
330,0487-RPVUM,0.3189821224407854,0
331,0487-VVUVK,0.09290003111324388,0
332,0488-GSLFR,0.7537556612517312,1
333,0489-WMEMG,0.08755059758260922,0
334,0491-KAPQG,0.49779827942162924,0
335,0495-RVCBF,0.7330546873571216,1
336,0495-ZBNGW,0.605276426616679,1
337,0496-AHOOK,0.08352213930729446,0
338,0504-HHAPI,0.39508437952917186,0
339,0505-SPOOW,0.010918192752141904,0
340,0506-LVNGN,0.6058648941258749,1
341,0506-YLVKJ,0.010449551584225152,0
342,0508-OOLTO,0.6721527331752362,1
343,0508-SQWPL,0.011996517790029158,0
344,0511-JTEOY,0.6665010863550385,1
345,0512-FLFDW,0.18655056922301136,0
346,0513-RBGPE,0.018535088640306802,0
347,0515-YPMCW,0.662249383845217,1
348,0516-OOHAR,0.19381873927810234,0
349,0516-QREYC,0.06998041152554481,0
350,0516-UXRMT,0.17807485196046172,0
351,0516-VRYBW,0.04437975909427589,0
352,0516-WJVXC,0.40101145103791824,0
353,0519-DRGTI,0.0700603902384496,0
354,0519-XUZJU,0.6665010863550385,1
355,0520-FDVVT,0.21891802965390533,0
356,0523-VNGTF,0.22138289615522733,0
357,0524-IAVZO,0.47011821951363286,0
358,0526-SXDJP,0.014666703032388055,0
359,0529-ONKER,0.6209619858848093,1
360,0530-IJVDB,0.07180510591290795,0
361,0531-XBKMM,0.023993411705952043,0
362,0531-ZZJWQ,0.4006242229273568,0
363,0533-BNWKF,0.3994855573454535,0
364,0533-UCAAU,0.09129828495318323,0
365,0536-ACXIP,0.07465357368608024,0
366,0536-BGFMZ,0.0704116851699332,0
367,0536-ESJEP,0.022087771151820975,0
368,0537-QYZZN,0.5015252765130305,1
369,0541-FITGH,0.4058369269188299,0
370,0547-HURJB,0.13168782112156383,0
371,0549-CYCQN,0.13634685057196871,0
372,0550-DCXLH,0.25597458848253984,0
373,0556-FJEGU,0.021952940679765533,0
374,0557-ASKVU,0.07671603502824173,0
375,0559-CKHUS,0.013293214702054667,0
376,0562-FGDCR,0.020249188427754593,0
377,0562-HKHML,0.008537339835075305,0
378,0562-KBDVM,0.014208078988211525,0
379,0564-JJHGS,0.6512530586544727,1
380,0564-MUUQK,0.41740576339224494,0
381,0565-IYCGT,0.09005640735751642,0
382,0565-JUPYD,0.19301112663557152,0
383,0567-GGCAC,0.3046396575341173,0
384,0567-XRHCU,0.014302418610853034,0
385,0568-ONFPC,0.1643345286918486,0
386,0570-BFQHT,0.6512537715985967,1
387,0572-ZJKLT,0.12059788770119814,0
388,0575-CUQOV,0.19602130426388484,0
389,0576-WNXXC,0.47994014581477373,0
390,0577-WHMEV,0.572857705168833,1
391,0578-SKVMF,0.49738034723647195,0
392,0580-PIQHM,0.21650353848946685,0
393,0581-BXBUB,0.6571533912478779,1
394,0581-MDMPW,0.41133283323963243,0
395,0582-AVCLN,0.010882831971072458,0
396,0584-BJQGZ,0.19358095587965032,0
397,0585-EGDDA,0.4706249790319086,0
398,0587-DMGBH,0.3522473930872278,0
399,0594-UFTUL,0.11974773421563366,0
400,0595-ITUDF,0.3675547055281349,0
401,0596-BQCEQ,0.38278674169615146,0
402,0599-XNYDO,0.3966764848513878,0
403,0601-WZHJF,0.3531234388370513,0
404,0602-DDUML,0.020975468085231683,0
405,0603-OLQDC,0.25503171951094605,0
406,0603-TPMIB,0.012679318380318313,0
407,0604-THJFP,0.024559450225269036,0
408,0607-DAAHE,0.016192487275497547,0
409,0607-MVMGC,0.09414833267825673,0
410,0608-JDVEC,0.03254010205416577,0
411,0611-DFXKO,0.41705540344580017,0
412,0612-RTZZA,0.5745007178315086,1
413,0613-WUXUM,0.011133978542116783,0
414,0616-ATFGB,0.5761326153457591,1
415,0617-AQNWT,0.043910660136331735,0
416,0617-FHSGK,0.39021773853003466,0
417,0618-XWMSS,0.40045224976666816,0
418,0619-OLYUR,0.036742692973274926,0
419,0620-DLSLK,0.5659689388024663,1
420,0620-XEFWH,0.15332359749533642,0
421,0621-CXBKL,0.014983552593158606,0
422,0621-HJWXJ,0.30592716443945084,0
423,0621-JFHOL,0.01646362952159296,0
424,0621-TSSMU,0.0393825878074571,0
425,0621-TWIEM,0.36360377806510763,0
426,0623-EJQEG,0.1808928454523125,0
427,0623-GDISB,0.46473274137666065,0
428,0623-IIHUG,0.2531061652678629,0
429,0625-AFOHS,0.010882831971072458,0
430,0626-QXNGV,0.008161118144224613,0
431,0628-CNQRM,0.07634261576827668,0
432,0634-SZPQA,0.4103302903811196,0
433,0635-WKOLD,0.0929055002080237,0
434,0637-KVDLV,0.6856515104218155,1
435,0637-UBJRP,0.6409742161936619,1
436,0637-YLETY,0.4927459399677405,0
437,0639-TSIQW,0.3395133705239276,0
438,0640-YJTPY,0.011368691151979112,0
439,0641-EVBOJ,0.6314772947231223,1
440,0643-OKLRP,0.459574810553378,0
441,0644-OQMDK,0.6463783380019508,1
442,0650-BWOZN,0.5089118002629965,1
443,0654-HMSHN,0.506431322010236,1
444,0654-PQKDW,0.08924304264833753,0
445,0655-RBDUG,0.5986751216011384,1
446,0655-YDGFJ,0.18035795812785113,0
447,0657-DOGUM,0.09160439842507323,0
448,0661-KBKPA,0.09417645415027312,0
449,0661-KQHNK,0.050243039156858835,0
450,0661-WCQNQ,0.07304358502889728,0
451,0661-XEYAN,0.461667571689905,0
452,0665-XHDJU,0.09639467804008608,0
453,0666-UXTJO,0.39835731534192953,0
454,0667-NSRGI,0.09543328526394211,0
455,0668-OGMHD,0.2674939518383285,0
456,0670-ANMUU,0.1431565220354612,0
457,0670-KDOMA,0.2984120300573216,0
458,0673-IGUQO,0.2853604689202998,0
459,0674-DGMAQ,0.45944930910589205,0
460,0674-EYYZV,0.528156964491894,1
461,0674-GCDXG,0.021567264324089508,0
462,0675-NCDYU,0.044470286787712754,0
463,0678-RLHVP,0.14352935575502324,0
464,0679-IDSTG,0.7562730553061273,1
465,0679-TDGAK,0.08041061900334835,0
466,0680-DFNNY,0.6101547392979955,1
467,0682-USIXD,0.4938114096982916,0
468,0684-AOSIH,0.7240235351545291,1
469,0685-MLYYM,0.6721527331752362,1
470,0687-ZVTHB,0.09194767521430267,0
471,0689-DSXGL,0.34312735158541163,0
472,0689-NKYLF,0.6417632158159416,1
473,0690-SRQID,0.158839157939272,0
474,0691-IFBQW,0.29691838388946823,0
475,0691-JVSYA,0.18622972075291294,0
476,0691-NIKRI,0.22664168988794786,0
477,0696-UKTOX,0.2400658748724827,0
478,0697-ZMSWS,0.6690727168952921,1
479,0699-NDKJM,0.15874954618411516,0
480,0701-RFGFI,0.3794079582915327,0
481,0701-TJSEF,0.250116602414979,0
482,0702-PGIBZ,0.6723797792146784,1
483,0704-VCUMB,0.011245505754829807,0
484,0707-HOVVN,0.02298872023196214,0
485,0708-LGSMF,0.2918396557900234,0
486,0708-SJDIS,0.16320533405626617,0
487,0709-TVGUR,0.6484704645834728,1
488,0716-BQNDX,0.1344927669455693,0
489,0719-SYFRB,0.23767800556010432,0
490,0722-SVSFK,0.6509907173949658,1
491,0722-TROQR,0.6694573172452286,1
492,0723-DRCLG,0.7290813849493598,1
493,0723-FDLAY,0.09977327433523865,0
494,0723-VSOBE,0.08410541096229199,0
495,0725-CXOTM,0.10004773869118637,0
496,0727-BMPLR,0.23082914190965473,0
497,0727-BNRLG,0.08232867816239667,0
498,0727-IWKVK,0.6534115213879756,1
499,0730-BGQGF,0.01642672096585417,0
500,0730-KOAVE,0.38598049302677134,0
501,0731-EBJQB,0.07131215859217956,0
502,0732-OCQOC,0.013313993045485745,0
503,0733-VUNUW,0.17621467007883335,0
504,0734-OXWBT,0.38954890959694377,0
505,0739-UUAJR,0.013359361474936804,0
506,0742-LAFQK,0.09639467804008608,0
507,0742-MOABM,0.36436203834674147,0
508,0742-NXBGR,0.7308969375677427,1
509,0743-HNPFG,0.09541440950237677,0
510,0743-HRVFF,0.10069335934199566,0
511,0744-BIKKF,0.016385345010030705,0
512,0744-GKNGE,0.30948189851783137,0
513,0746-JTRFU,0.5660394244883861,1
514,0748-RDGGM,0.21577108942189457,0
515,0749-IRGQE,0.3538606255609167,0
516,0750-EBAIU,0.19252938464127722,0
517,0750-EKNGL,0.10170358083013996,0
518,0754-EEBDC,0.03856357843217627,0
519,0754-UKWQP,0.6845439982816128,1
520,0756-MPZRL,0.05777198420457122,0
521,0757-WCUUZ,0.01863796624958935,0
522,0761-AETCS,0.37510747952226564,0
523,0769-MURVM,0.014846643874375016,0
524,0771-CHWSK,0.03113119170802733,0
525,0771-WLCLA,0.5371609786603281,1
526,0772-GYEQQ,0.6347034134240773,1
527,0774-IFUVM,0.23763513356980465,0
528,0774-RMNUW,0.015890791718214784,0
529,0778-NELLA,0.29660943565166453,0
530,0780-XNZFN,0.011996517790029158,0
531,0781-LKXBR,0.6529685664812642,1
532,0784-GTUUK,0.04184445646778949,0
533,0784-ZQJZX,0.009246049642545147,0
534,0786-IVLAW,0.1972650256840146,0
535,0786-VSSUD,0.2554686572763744,0
536,0787-LHDYT,0.09290829574416477,0
537,0788-DXBFY,0.06955981899305332,0
538,0793-TWELN,0.6754135297861992,1
539,0794-YVSGE,0.009246049642545147,0
540,0795-GMVQO,0.21659412886868507,0
541,0795-LAFGP,0.0406649907100401,0
542,0795-XCCTE,0.010501544723068103,0
543,0799-DDIHE,0.3432688334325967,0
544,0804-XBFBV,0.3738915677952708,0
545,0804-YGEQV,0.04354968961533851,0
546,0807-ZABDG,0.4160759338960194,0
547,0810-BDHAW,0.06558932147099336,0
548,0810-DHDBD,0.09417645415027312,0
549,0811-GSDTP,0.371484961658553,0
550,0812-WUPTB,0.6665010863550385,1
551,0813-TAXXS,0.024493670265637566,0
552,0815-MFZGM,0.12059788770119814,0
553,0816-TSPHQ,0.1610857078497908,0
554,0817-HSUSE,0.5190952485503862,1
555,0818-OCPZO,0.48230603310247544,0
556,0820-FNRNX,0.18422723115722103,0
557,0822-GAVAP,0.558526993843412,1
558,0822-QGCXA,0.2701696212311849,0
559,0823-HSCDJ,0.22775609111841777,0
560,0824-VWDPO,0.19513723819631942,0
561,0825-CPPQH,0.011133978542116783,0
562,0827-ITJPH,0.013229384914820624,0
563,0829-DDVLK,0.043603975363707866,0
564,0829-XXPLX,0.41605286058728735,0
565,0831-JNISG,0.010918192752141904,0
566,0835-DUUIQ,0.039712772805882916,0
567,0835-JKADZ,0.0734315616628366,0
568,0836-SEYLU,0.29660943565166453,0
569,0839-JTCUD,0.03182526723198779,0
570,0839-QNXME,0.013293214702054667,0
571,0840-DCNZE,0.09823853788524796,0
572,0840-DFEZH,0.6511798530726952,1
573,0841-NULXI,0.5707467996878652,1
574,0842-IWYCP,0.176434010857841,0
575,0843-WTBXE,0.3374156560519668,0
576,0847-HGRML,0.011245505754829807,0
577,0848-SOMKO,0.012937891580957903,0
578,0848-ZGQIJ,0.4948847031653272,0
579,0851-DFJKB,0.2981562355489136,0
580,0853-NWIFK,0.23551122432742705,0
581,0853-TWRVK,0.05462026146123799,0
582,0854-UYHZD,0.022620537325457143,0
583,0856-NAOES,0.2619979626258916,0
584,0859-YGKFW,0.04143438094301539,0
585,0862-PRCBS,0.08453844962594685,0
586,0864-FVJNJ,0.26681148195434207,0
587,0866-QLSIR,0.0825404582372965,0
588,0867-LDTTC,0.3405125296999349,0
589,0867-MKZVY,0.5108502028450472,1
590,0868-VJRDR,0.08039772550374172,0
591,0869-PAPRP,0.39547591935167115,0
592,0870-VEMYL,0.33064881179236044,0
593,0871-OPBXW,0.16665390953954884,0
594,0871-URUWO,0.5831140065229675,1
595,0872-CASZJ,0.08301639967843961,0
596,0872-JCPIB,0.18422723115722103,0
597,0872-NXJYS,0.6534115213879756,1
598,0875-CABNR,0.5746798460640011,1
599,0876-WDUUZ,0.6194293676671592,1
600,0877-SDMBN,0.21574788116344362,0
601,0880-FVFWF,0.3829302770279606,0
602,0880-TKATG,0.6747238900691819,1
603,0883-EIBTI,0.17479259828394703,0
604,0885-HMGPY,0.02033687601164126,0
605,0886-QGENL,0.48802754365844864,0
606,0887-HJGAR,0.47049215870699895,0
607,0887-WBJVH,0.1920268735697345,0
608,0895-DQHEW,0.4247501430007926,0
609,0895-LMRSF,0.07634261576827668,0
610,0895-LNKRC,0.047848289340002424,0
611,0895-UADGO,0.021730116616830303,0
612,0897-FEGMU,0.6433106901907749,1
613,0898-XCGTF,0.16293537770099778,0
614,0899-LIIBW,0.46529165926064564,0
615,0899-WZRSD,0.3368114541015836,0
616,0902-RFHOF,0.03692589255046685,0
617,0902-XKXPN,0.008881765221010123,0
618,0906-QVPMS,0.036742692973274926,0
619,0907-HQNTS,0.06778682384685826,0
620,0909-SDHNU,0.2966107715714151,0
621,0909-SELIE,0.02024082494917702,0
622,0913-XWSCN,0.32216146159478964,0
623,0916-KNFAJ,0.0205593032359135,0
624,0916-QOFDP,0.6292254969837319,1
625,0917-EZOLA,0.057423267923186236,0
626,0921-OHLVP,0.49738034723647195,0
627,0923-PNFUB,0.6822956369163168,1
628,0924-BJCRC,0.36170325666576686,0
629,0925-VYDLG,0.6791265562426217,1
630,0927-CNGRH,0.28363587193650175,0
631,0927-LCSMG,0.5815015509023508,1
632,0928-JMXNP,0.498219021996234,0
633,0928-XUTSN,0.6417632158159416,1
634,0929-HYQEW,0.4143021698451764,0
635,0929-PECLO,0.30811466445382685,0
